Id,start,end,type,departement
742308,1948,1948,Object,Islamic Art
109581,1978,1978,Object,Costume Institute
351948,1960,1960,Object,Drawings and Prints
761182,1978,1978,Object,Drawings and Prints
37184,1911,1911,Object,Asian Art
194372,1917,1917,Object,European Sculpture and Decorative Arts
492083,1979,1979,Object,Modern and Contemporary Art
42295,1963,1963,Object,Asian Art
767981,1963,1963,Object,Drawings and Prints
61924,1907,1907,Object,Asian Art
767945,1963,1963,Object,Drawings and Prints
566855,1910,1910,Object,Egyptian Art
206196,1974,1974,Object,European Sculpture and Decorative Arts
204725,1967,1967,Object,European Sculpture and Decorative Arts
369302,1960,1960,Object,Drawings and Prints
490818,1999,1999,Object,Modern and Contemporary Art
424898,1924,1924,Object,Drawings and Prints
662008,2014,2014,Object,Islamic Art
266544,1991,1991,Object,Photographs
129665,2006,2006,Object,Costume Institute
1398,1958,1958,Object,The American Wing
393542,1953,1953,Object,Drawings and Prints
861028,2022,2022,Object,Asian Art
285718,2005,2005,Object,Photographs
832581,2019,2019,Object,Drawings and Prints
559084,1911,1911,Object,Egyptian Art
106256,1977,1977,Object,Costume Institute
75083,1955,1955,Object,Asian Art
351590,1935,1935,Object,Drawings and Prints
468055,1941,1941,Object,Medieval Art
753111,2011,2011,Object,Greek and Roman Art
269735,1954,1954,Object,Photographs
414978,1979,1979,Object,Drawings and Prints
141912,2008,2008,Object,Costume Institute
501239,1889,1889,Object,Musical Instruments
50994,1929,1929,Object,Asian Art
222800,1933,1933,Object,European Sculpture and Decorative Arts
357402,1969,1969,Object,Drawings and Prints
647140,1917,1917,Object,Drawings and Prints
117265,1984,1984,Object,Costume Institute
554419,1930,1930,Object,Egyptian Art
270446,1961,1961,Object,Photographs
750275,2011,2011,Object,Greek and Roman Art
717189,2017,2017,Object,Islamic Art
74350,2018,2018,Object,Asian Art
875756,1959,1959,Object,Drawings and Prints
504046,2005,2005,Object,Musical Instruments
105688,1983,1983,Object,Costume Institute
501953,1889,1889,Object,Musical Instruments
436959,1929,1929,Object,European Paintings
197283,1932,1932,Object,European Sculpture and Decorative Arts
419678,1963,1963,Object,Drawings and Prints
86461,1982,1982,Object,Costume Institute
260695,1972,1972,Object,Photographs
97239,1978,1978,Object,Costume Institute
558509,1904,1904,Object,Egyptian Art
212514,1888,1888,Object,European Sculpture and Decorative Arts
706627,2005,2005,Object,Photographs
186374,1883,1883,Object,European Sculpture and Decorative Arts
488725,1953,1953,Object,Modern and Contemporary Art
335329,1975,1975,Object,Drawings and Prints
891060,1962,1962,Object,Drawings and Prints
357430,1960,1960,Object,Drawings and Prints
10442,1954,1954,Object,The American Wing
398600,2011,2011,Object,Drawings and Prints
83059,2001,2001,Object,Costume Institute
384259,1951,1951,Object,Drawings and Prints
28614,1943,1943,Object,Arms and Armor
286850,2005,2005,Object,Photographs
197157,1932,1932,Object,European Sculpture and Decorative Arts
451550,1960,1960,Object,Islamic Art
92016,1979,1979,Object,Costume Institute
481683,1977,1977,Object,Modern and Contemporary Art
433734,1963,1963,Object,Drawings and Prints
198244,1938,1938,Object,European Sculpture and Decorative Arts
422976,1963,1963,Object,Drawings and Prints
242505,1874,1874,Object,Greek and Roman Art
591138,2012,2012,Object,Egyptian Art
427642,1964,1964,Object,Drawings and Prints
25400,1904,1904,Object,Arms and Armor
560213,1935,1935,Object,Egyptian Art
428175,1963,1963,Object,Drawings and Prints
412565,1965,1965,Object,Drawings and Prints
396493,1944,1944,Object,Drawings and Prints
431344,1933,1933,Object,Drawings and Prints
32757,1925,1925,Object,Arms and Armor
338728,1971,1971,Object,Drawings and Prints
705000,2005,2005,Object,Photographs
58039,1914,1914,Object,Asian Art
336314,1941,1941,Object,Drawings and Prints
75671,2005,2005,Object,Asian Art
43711,1902,1902,Object,Asian Art
646983,1922,1922,Object,Drawings and Prints
829943,2019,2019,Object,Photographs
157604,2009,2009,Object,Costume Institute
270015,1958,1958,Object,Photographs
709998,2011,2011,Object,Greek and Roman Art
71914,1920,1920,Object,Asian Art
373010,1951,1951,Object,Drawings and Prints
545971,1945,1945,Object,Egyptian Art
745370,2011,2011,Object,Greek and Roman Art
361515,1924,1924,Object,Drawings and Prints
351308,1962,1962,Object,Drawings and Prints
452082,1970,1970,Object,Islamic Art
10609,1958,1958,Object,The American Wing
268287,1933,1933,Object,Photographs
695154,1928,1928,Object,Medieval Art
379725,1923,1923,Object,Drawings and Prints
710172,1963,1963,Object,Drawings and Prints
379818,1923,1923,Object,Drawings and Prints
749510,1927,1927,Object,Drawings and Prints
187972,1895,1895,Object,European Sculpture and Decorative Arts
705223,1953,1953,Object,Drawings and Prints
695389,1928,1928,Object,Medieval Art
387397,1964,1964,Object,Drawings and Prints
17680,1944,1944,Object,The American Wing
698954,2011,2011,Object,Greek and Roman Art
209880,1963,1963,Object,European Sculpture and Decorative Arts
383307,1952,1952,Object,Drawings and Prints
221735,1926,1926,Object,European Sculpture and Decorative Arts
889177,1963,1963,Object,Drawings and Prints
679352,1931,1931,Object,Drawings and Prints
34401,1929,1929,Object,Arms and Armor
698989,2011,2011,Object,Greek and Roman Art
198118,1938,1938,Object,European Sculpture and Decorative Arts
270795,1962,1962,Object,Photographs
1331,1974,1974,Object,The American Wing
684855,1963,1963,Object,Drawings and Prints
378005,1940,1940,Object,Drawings and Prints
102836,1978,1978,Object,Costume Institute
685545,1970,1970,Object,Photographs
229111,1964,1964,Object,European Sculpture and Decorative Arts
493392,2003,2003,Object,Modern and Contemporary Art
713057,1963,1963,Object,Drawings and Prints
825443,1963,1963,Object,Drawings and Prints
49633,1986,1986,Object,Asian Art
813876,1950,1950,Object,Drawings and Prints
309662,1970,1970,Object,"Arts of Africa, Oceania, and the Americas"
290189,1994,1994,Object,Photographs
422988,1963,1963,Object,Drawings and Prints
720497,1960,1960,Object,Drawings and Prints
436081,1964,1964,Object,European Paintings
104296,1946,1946,Object,Costume Institute
37082,1918,1918,Object,Asian Art
60129,1975,1975,Object,Asian Art
828167,2020,2020,Object,Modern and Contemporary Art
40725,1929,1929,Object,Asian Art
570882,1912,1912,Object,Egyptian Art
388030,1975,1975,Object,Drawings and Prints
503360,1989,1989,Object,Musical Instruments
33174,1920,1920,Object,Arms and Armor
3190,1986,1986,Object,The American Wing
349336,1968,1968,Object,Drawings and Prints
58663,1929,1929,Object,Asian Art
788899,1921,1921,Object,Drawings and Prints
51166,1879,1879,Object,Asian Art
702553,1962,1962,Object,Drawings and Prints
68185,1909,1909,Object,Asian Art
209157,1964,1964,Object,European Sculpture and Decorative Arts
186656,1883,1883,Object,European Sculpture and Decorative Arts
662588,1921,1921,Object,Drawings and Prints
639305,1963,1963,Object,Drawings and Prints
765043,1963,1963,Object,Drawings and Prints
447150,1920,1920,Object,Islamic Art
564640,1914,1914,Object,Egyptian Art
696045,2011,2011,Object,Greek and Roman Art
376030,2007,2007,Object,Drawings and Prints
484500,1986,1986,Object,Modern and Contemporary Art
631272,1949,1949,Object,Drawings and Prints
355626,1911,1911,Object,Drawings and Prints
71342,1920,1920,Object,Asian Art
353604,1985,1985,Object,Drawings and Prints
1143,1974,1974,Object,The American Wing
206856,1980,1980,Object,European Sculpture and Decorative Arts
39861,2015,2015,Object,Asian Art
358479,1953,1953,Object,Drawings and Prints
412237,1963,1963,Object,Drawings and Prints
194041,1917,1917,Object,European Sculpture and Decorative Arts
31415,1936,1936,Object,Arms and Armor
66931,1896,1896,Object,Asian Art
310048,1975,1975,Object,"Arts of Africa, Oceania, and the Americas"
676248,1946,1946,Object,Photographs
435595,1982,1982,Object,European Paintings
260823,1973,1973,Object,Photographs
380806,1954,1954,Object,Drawings and Prints
451972,1967,1967,Object,Islamic Art
45520,1957,1957,Object,Asian Art
431155,1963,1963,Object,Drawings and Prints
32742,1926,1926,Object,Arms and Armor
325983,1969,1969,Object,Ancient Near Eastern Art
81523,1991,1991,Object,Costume Institute
419075,2012,2012,Object,Drawings and Prints
241550,1874,1874,Object,Greek and Roman Art
31396,1936,1936,Object,Arms and Armor
217247,1909,1909,Object,European Sculpture and Decorative Arts
54146,1929,1929,Object,Asian Art
404548,1941,1941,Object,Drawings and Prints
551014,1902,1902,Object,Egyptian Art
821729,1946,1946,Object,Drawings and Prints
57137,1929,1929,Object,Asian Art
74386,1938,1938,Object,Asian Art
2492,1948,1948,Object,The American Wing
384952,1967,1967,Object,Drawings and Prints
484004,1985,1985,Object,Modern and Contemporary Art
385825,1952,1952,Object,Drawings and Prints
321987,1886,1886,Object,Ancient Near Eastern Art
349609,1970,1970,Object,Drawings and Prints
188247,1897,1897,Object,European Sculpture and Decorative Arts
85652,1940,1940,Object,Islamic Art
741933,1948,1948,Object,Islamic Art
739846,1962,1962,Object,Drawings and Prints
226326,1938,1938,Object,European Sculpture and Decorative Arts
772647,2011,2011,Object,Greek and Roman Art
691637,2011,2011,Object,Greek and Roman Art
625967,1917,1917,Object,Drawings and Prints
483614,1984,1984,Object,Modern and Contemporary Art
644498,1963,1963,Object,Drawings and Prints
683666,2011,2011,Object,Greek and Roman Art
402690,1941,1941,Object,Drawings and Prints
78670,2013,2013,Object,Asian Art
386749,1960,1960,Object,Drawings and Prints
376062,2007,2007,Object,Drawings and Prints
465180,1917,1917,Object,Medieval Art
685630,1970,1970,Object,Photographs
314416,1981,1981,Object,"Arts of Africa, Oceania, and the Americas"
55258,1959,1959,Object,Asian Art
503544,2002,2002,Object,Musical Instruments
821157,1963,1963,Object,Drawings and Prints
422724,2014,2014,Object,Drawings and Prints
275242,1994,1994,Object,Photographs
275771,1994,1994,Object,Photographs
548251,1925,1925,Object,Egyptian Art
257110,1891,1891,Object,Greek and Roman Art
44858,1975,1975,Object,Asian Art
740528,2013,2013,Object,Photographs
335250,1948,1948,Object,Drawings and Prints
193321,1916,1916,Object,European Sculpture and Decorative Arts
393611,2010,2010,Object,Drawings and Prints
191419,1910,1910,Object,European Sculpture and Decorative Arts
425810,1963,1963,Object,Drawings and Prints
568811,1911,1911,Object,Egyptian Art
214202,1908,1908,Object,European Sculpture and Decorative Arts
820570,1959,1959,Object,Drawings and Prints
80124,1995,1995,Object,Costume Institute
788896,1921,1921,Object,Drawings and Prints
82091,1946,1946,Object,Costume Institute
471308,1947,1947,Object,The Cloisters
448495,1930,1930,Object,Islamic Art
405435,1941,1941,Object,Drawings and Prints
641667,1926,1926,Object,Drawings and Prints
254965,1957,1957,Object,Greek and Roman Art
777742,1963,1963,Object,Drawings and Prints
737110,2011,2011,Object,Greek and Roman Art
396366,1917,1917,Object,Drawings and Prints
3681,1999,1999,Object,The American Wing
289476,2005,2005,Object,Photographs
37735,1987,1987,Object,Asian Art
277468,1994,1994,Object,Photographs
408399,1941,1941,Object,Drawings and Prints
474522,1912,1912,Object,Medieval Art
384120,1917,1917,Object,Drawings and Prints
309177,1964,1964,Object,"Arts of Africa, Oceania, and the Americas"
1495,1946,1946,Object,The American Wing
262978,1981,1981,Object,Photographs
358818,1969,1969,Object,Drawings and Prints
653650,1963,1963,Object,Drawings and Prints
30498,1936,1936,Object,Arms and Armor
779830,1963,1963,Object,Drawings and Prints
242201,1874,1874,Object,Greek and Roman Art
219265,1911,1911,Object,European Sculpture and Decorative Arts
29633,1936,1936,Object,Arms and Armor
335964,1967,1967,Object,Drawings and Prints
779336,1963,1963,Object,Drawings and Prints
42539,1981,1981,Object,Asian Art
426980,1963,1963,Object,Drawings and Prints
387280,1963,1963,Object,Drawings and Prints
728994,2011,2011,Object,Greek and Roman Art
101690,1929,1929,Object,Costume Institute
546761,1935,1935,Object,Egyptian Art
325951,1968,1968,Object,Ancient Near Eastern Art
436990,1981,1981,Object,European Paintings
85570,1970,1970,Object,"Arts of Africa, Oceania, and the Americas"
316340,1994,1994,Object,"Arts of Africa, Oceania, and the Americas"
750005,2011,2011,Object,Greek and Roman Art
317764,1995,1995,Object,"Arts of Africa, Oceania, and the Americas"
687767,2015,2015,Object,"Arts of Africa, Oceania, and the Americas"
242223,1874,1874,Object,Greek and Roman Art
428380,1963,1963,Object,Drawings and Prints
337683,1975,1975,Object,Drawings and Prints
55197,1959,1959,Object,Asian Art
813686,1963,1963,Object,Drawings and Prints
226698,1941,1941,Object,European Sculpture and Decorative Arts
272041,1994,1994,Object,Photographs
51334,2001,2001,Object,Asian Art
201992,1957,1957,Object,European Sculpture and Decorative Arts
671238,2011,2011,Object,Greek and Roman Art
47136,1891,1891,Object,Asian Art
278243,1994,1994,Object,Photographs
478770,1925,1925,Object,Medieval Art
256152,1992,1992,Object,Greek and Roman Art
28435,1943,1943,Object,Arms and Armor
320835,2011,2011,Object,"Arts of Africa, Oceania, and the Americas"
444738,1891,1891,Object,Islamic Art
503559,2002,2002,Object,Musical Instruments
684484,1963,1963,Object,Drawings and Prints
266160,1989,1989,Object,Photographs
61873,1942,1942,Object,Asian Art
464274,1917,1917,Object,Medieval Art
95221,1955,1955,Object,Costume Institute
175756,2009,2009,Object,Costume Institute
28876,1943,1943,Object,Arms and Armor
640156,1963,1963,Object,Drawings and Prints
776958,1963,1963,Object,Drawings and Prints
97353,1978,1978,Object,Costume Institute
211411,1900,1900,Object,European Sculpture and Decorative Arts
436441,1906,1906,Object,European Paintings
221071,1920,1920,Object,European Sculpture and Decorative Arts
448115,1927,1927,Object,Islamic Art
640976,1914,1914,Object,Arms and Armor
741352,1948,1948,Object,Islamic Art
757150,1917,1917,Object,Greek and Roman Art
561393,1909,1909,Object,Egyptian Art
708936,1963,1963,Object,Drawings and Prints
80343,1994,1994,Object,Costume Institute
466104,1982,1982,Object,Medieval Art
75725,2010,2010,Object,Asian Art
371790,1969,1969,Object,Drawings and Prints
777431,2011,2011,Object,Drawings and Prints
370424,2005,2005,Object,Drawings and Prints
643775,1963,1963,Object,Drawings and Prints
283409,1994,1994,Object,Photographs
474583,1912,1912,Object,Medieval Art
776459,1937,1937,Object,Drawings and Prints
460055,1975,1975,Object,Robert Lehman Collection
175251,2009,2009,Object,Costume Institute
823577,1940,1940,Object,Drawings and Prints
710920,1963,1963,Object,Drawings and Prints
635537,1963,1963,Object,Drawings and Prints
50761,1992,1992,Object,Asian Art
354140,1964,1964,Object,Drawings and Prints
30494,1936,1936,Object,Arms and Armor
386451,1970,1970,Object,Drawings and Prints
502282,1889,1889,Object,Musical Instruments
548347,1913,1913,Object,Egyptian Art
403324,1963,1963,Object,Drawings and Prints
138899,2007,2007,Object,Costume Institute
426208,1951,1951,Object,Drawings and Prints
648863,1963,1963,Object,Drawings and Prints
482332,1981,1981,Object,Modern and Contemporary Art
3286,1941,1941,Object,The American Wing
117522,1981,1981,Object,Costume Institute
560128,1930,1930,Object,Egyptian Art
356369,1921,1921,Object,Drawings and Prints
378218,1923,1923,Object,Drawings and Prints
189816,1907,1907,Object,European Sculpture and Decorative Arts
444900,1902,1902,Object,Islamic Art
488986,1958,1958,Object,Modern and Contemporary Art
317121,1994,1994,Object,"Arts of Africa, Oceania, and the Americas"
693221,2011,2011,Object,Greek and Roman Art
709716,2011,2011,Object,Greek and Roman Art
631273,1924,1924,Object,Drawings and Prints
456911,2008,2008,Object,Islamic Art
437033,1917,1917,Object,European Paintings
262444,1978,1978,Object,Photographs
349405,1965,1965,Object,Drawings and Prints
218673,1910,1910,Object,European Sculpture and Decorative Arts
443132,1883,1883,Object,Islamic Art
54002,1929,1929,Object,Asian Art
194052,1917,1917,Object,European Sculpture and Decorative Arts
654025,1963,1963,Object,Drawings and Prints
393081,1942,1942,Object,Drawings and Prints
345419,1967,1967,Object,Drawings and Prints
318161,1999,1999,Object,"Arts of Africa, Oceania, and the Americas"
357438,1921,1921,Object,Drawings and Prints
416756,1957,1957,Object,Drawings and Prints
108104,1976,1976,Object,Costume Institute
73277,1920,1920,Object,Asian Art
420299,1917,1917,Object,Drawings and Prints
340631,1962,1962,Object,Drawings and Prints
685111,1924,1924,Object,Drawings and Prints
395318,1959,1959,Object,Drawings and Prints
8786,1983,1983,Object,The American Wing
452396,1972,1972,Object,Islamic Art
359394,1917,1917,Object,Drawings and Prints
560853,1911,1911,Object,Egyptian Art
485196,1988,1988,Object,Modern and Contemporary Art
418213,1963,1963,Object,Drawings and Prints
467334,1930,1930,Object,Medieval Art
313849,1979,1979,Object,"Arts of Africa, Oceania, and the Americas"
563925,1917,1917,Object,Egyptian Art
15471,1950,1950,Object,The American Wing
660049,2011,2011,Object,Photographs
755521,1922,1922,Object,Drawings and Prints
339053,1986,1986,Object,Drawings and Prints
387470,1957,1957,Object,Drawings and Prints
47569,1925,1925,Object,Asian Art
261161,1974,1974,Object,Photographs
644977,1963,1963,Object,Drawings and Prints
648223,1963,1963,Object,Drawings and Prints
122207,1941,1941,Object,Costume Institute
747590,1976,1976,Object,Drawings and Prints
252718,1926,1926,Object,Greek and Roman Art
41768,1993,1993,Object,Asian Art
428346,1941,1941,Object,Drawings and Prints
290329,1994,1994,Object,Photographs
278007,1994,1994,Object,Photographs
382785,1957,1957,Object,Drawings and Prints
270841,1963,1963,Object,Photographs
452286,1971,1971,Object,Islamic Art
714797,2020,2020,Object,Photographs
629771,1956,1956,Object,Drawings and Prints
260796,1973,1973,Object,Photographs
365559,1965,1965,Object,Drawings and Prints
252662,1926,1926,Object,Greek and Roman Art
266872,1992,1992,Object,Photographs
712496,2020,2020,Object,Asian Art
562751,1920,1920,Object,Egyptian Art
359273,1953,1953,Object,Drawings and Prints
40889,1924,1924,Object,Asian Art
460941,1975,1975,Object,Robert Lehman Collection
5981,1917,1917,Object,The American Wing
39663,1975,1975,Object,Asian Art
47500,1893,1893,Object,Asian Art
119063,1988,1988,Object,Costume Institute
402792,1941,1941,Object,Drawings and Prints
282344,1994,1994,Object,Photographs
198447,1939,1939,Object,European Sculpture and Decorative Arts
36747,1918,1918,Object,Asian Art
576352,1920,1920,Object,Egyptian Art
382463,1937,1937,Object,Drawings and Prints
206436,1976,1976,Object,European Sculpture and Decorative Arts
52465,1893,1893,Object,Asian Art
44215,1974,1974,Object,Asian Art
254609,1948,1948,Object,Greek and Roman Art
250265,1917,1917,Object,Greek and Roman Art
355797,1944,1944,Object,Drawings and Prints
62973,2001,2001,Object,Asian Art
274558,1994,1994,Object,Photographs
188824,1903,1903,Object,European Sculpture and Decorative Arts
690132,1952,1952,Object,Drawings and Prints
365686,1988,1988,Object,Drawings and Prints
334652,1955,1955,Object,Drawings and Prints
545458,1919,1919,Object,Egyptian Art
777876,1949,1949,Object,Drawings and Prints
286894,2005,2005,Object,Photographs
569952,1921,1921,Object,Egyptian Art
286730,2004,2004,Object,Photographs
261929,1976,1976,Object,Photographs
370888,1953,1953,Object,Drawings and Prints
217905,1909,1909,Object,European Sculpture and Decorative Arts
271462,1969,1969,Object,Photographs
269863,1956,1956,Object,Photographs
346932,1974,1974,Object,Drawings and Prints
728817,2011,2011,Object,Greek and Roman Art
780625,1963,1963,Object,Photographs
728583,2011,2011,Object,Greek and Roman Art
404513,1963,1963,Object,Drawings and Prints
652021,1963,1963,Object,Drawings and Prints
631117,1947,1947,Object,Drawings and Prints
219925,1917,1917,Object,European Sculpture and Decorative Arts
185840,1873,1873,Object,European Sculpture and Decorative Arts
365641,1957,1957,Object,Drawings and Prints
248997,1915,1915,Object,Greek and Roman Art
391848,1924,1924,Object,Drawings and Prints
812502,1959,1959,Object,Drawings and Prints
699255,2011,2011,Object,Greek and Roman Art
627282,1953,1953,Object,Drawings and Prints
689835,2016,2016,Object,Egyptian Art
712381,1963,1963,Object,Drawings and Prints
298967,2012,2012,Object,Photographs
369812,1941,1941,Object,Drawings and Prints
786054,1950,1950,Object,Drawings and Prints
336248,1941,1941,Object,Drawings and Prints
348215,1975,1975,Object,Drawings and Prints
67237,1896,1896,Object,Asian Art
838810,1958,1958,Object,Drawings and Prints
68324,1919,1919,Object,Asian Art
416948,1940,1940,Object,Drawings and Prints
70395,1965,1965,Object,Asian Art
445277,1908,1908,Object,Islamic Art
640721,1958,1958,Object,Drawings and Prints
373298,1946,1946,Object,Drawings and Prints
210181,1995,1995,Object,European Sculpture and Decorative Arts
191099,1909,1909,Object,European Sculpture and Decorative Arts
421218,1940,1940,Object,Drawings and Prints
486101,1992,1992,Object,Modern and Contemporary Art
286945,2005,2005,Object,Photographs
545550,1926,1926,Object,Egyptian Art
121492,1944,1944,Object,Costume Institute
22550,1914,1914,Object,Arms and Armor
633445,1922,1922,Object,Drawings and Prints
466736,1928,1928,Object,Medieval Art
894583,2022,2022,Object,Drawings and Prints
416179,1921,1921,Object,Drawings and Prints
263247,1981,1981,Object,Photographs
853176,2021,2021,Object,Asian Art
645942,1951,1951,Object,Drawings and Prints
371636,1967,1967,Object,Drawings and Prints
420022,1963,1963,Object,Drawings and Prints
817303,2019,2019,Object,Modern and Contemporary Art
49867,1879,1879,Object,Asian Art
63973,1930,1930,Object,Asian Art
750426,2011,2011,Object,Greek and Roman Art
368984,1953,1953,Object,Drawings and Prints
460695,1975,1975,Object,Robert Lehman Collection
287814,2005,2005,Object,Photographs
62399,1975,1975,Object,Asian Art
15996,1950,1950,Object,The American Wing
400234,2012,2012,Object,Drawings and Prints
742080,1948,1948,Object,Islamic Art
401402,1963,1963,Object,Drawings and Prints
854933,1955,1955,Object,Drawings and Prints
204332,1964,1964,Object,European Sculpture and Decorative Arts
275362,1994,1994,Object,Photographs
450155,1940,1940,Object,Islamic Art
387597,1962,1962,Object,Drawings and Prints
37249,1911,1911,Object,Asian Art
274550,1994,1994,Object,Photographs
253585,1939,1939,Object,Greek and Roman Art
307454,1882,1882,Object,"Arts of Africa, Oceania, and the Americas"
219027,1911,1911,Object,European Sculpture and Decorative Arts
56251,1902,1902,Object,Asian Art
725375,1919,1919,Object,Drawings and Prints
241215,1874,1874,Object,Greek and Roman Art
734743,1920,1920,Object,Drawings and Prints
391991,1967,1967,Object,Drawings and Prints
766162,2011,2011,Object,Greek and Roman Art
750515,2011,2011,Object,Greek and Roman Art
768114,1981,1981,Object,Drawings and Prints
718636,2011,2011,Object,Greek and Roman Art
489028,1959,1959,Object,Modern and Contemporary Art
643677,1986,1986,Object,Drawings and Prints
312531,1979,1979,Object,"Arts of Africa, Oceania, and the Americas"
657717,1963,1963,Object,Drawings and Prints
241804,1874,1874,Object,Greek and Roman Art
554286,1966,1966,Object,Egyptian Art
662404,1921,1921,Object,Drawings and Prints
155835,2009,2009,Object,Costume Institute
195984,1927,1927,Object,European Sculpture and Decorative Arts
188471,1898,1898,Object,European Sculpture and Decorative Arts
444998,1907,1907,Object,Islamic Art
314205,1980,1980,Object,"Arts of Africa, Oceania, and the Americas"
229093,1964,1964,Object,European Sculpture and Decorative Arts
216226,1909,1909,Object,European Sculpture and Decorative Arts
33461,1919,1919,Object,Arms and Armor
324201,1952,1952,Object,Ancient Near Eastern Art
272110,1994,1994,Object,Photographs
11306,1976,1976,Object,The American Wing
61638,1930,1930,Object,Asian Art
428430,1978,1978,Object,Drawings and Prints
405367,1963,1963,Object,Drawings and Prints
573091,1906,1906,Object,Egyptian Art
158343,2009,2009,Object,Costume Institute
779132,1963,1963,Object,Drawings and Prints
31103,1936,1936,Object,Arms and Armor
36198,1986,1986,Object,Asian Art
380720,2007,2007,Object,Drawings and Prints
189994,1907,1907,Object,European Sculpture and Decorative Arts
386827,1938,1938,Object,Drawings and Prints
351813,1952,1952,Object,Drawings and Prints
393922,2002,2002,Object,Drawings and Prints
240090,1874,1874,Object,Greek and Roman Art
383483,1956,1956,Object,Drawings and Prints
740560,2013,2013,Object,Photographs
658562,1953,1953,Object,Drawings and Prints
326898,1984,1984,Object,Ancient Near Eastern Art
558852,1910,1910,Object,Egyptian Art
105349,1987,1987,Object,Costume Institute
55334,1922,1922,Object,Asian Art
289308,2005,2005,Object,Photographs
702112,2016,2016,Object,Photographs
109413,1980,1980,Object,Costume Institute
283596,1994,1994,Object,Photographs
61148,1924,1924,Object,Asian Art
772359,2011,2011,Object,Greek and Roman Art
821552,1963,1963,Object,Drawings and Prints
317405,1994,1994,Object,"Arts of Africa, Oceania, and the Americas"
113121,1971,1971,Object,Costume Institute
213202,1907,1907,Object,European Sculpture and Decorative Arts
550908,1926,1926,Object,Egyptian Art
68997,1930,1930,Object,Asian Art
319089,2011,2011,Object,"Arts of Africa, Oceania, and the Americas"
427863,1963,1963,Object,Drawings and Prints
631145,2015,2015,Object,Drawings and Prints
274704,1994,1994,Object,Photographs
481073,1973,1973,Object,Modern and Contemporary Art
39050,1987,1987,Object,Asian Art
347165,1965,1965,Object,Drawings and Prints
435909,1978,1978,Object,European Paintings
200130,1948,1948,Object,European Sculpture and Decorative Arts
271132,1967,1967,Object,Photographs
399988,1918,1918,Object,Drawings and Prints
22323,1914,1914,Object,Arms and Armor
53930,1926,1926,Object,Asian Art
315118,1987,1987,Object,"Arts of Africa, Oceania, and the Americas"
228052,1957,1957,Object,European Sculpture and Decorative Arts
334618,1994,1994,Object,Drawings and Prints
812548,1926,1926,Object,Drawings and Prints
753079,2011,2011,Object,Greek and Roman Art
291270,2007,2007,Object,Photographs
671191,2011,2011,Object,Greek and Roman Art
625172,1979,1979,Object,Drawings and Prints
61416,1967,1967,Object,Asian Art
47343,1891,1891,Object,Asian Art
552036,1910,1910,Object,Egyptian Art
471433,1952,1952,Object,The Cloisters
286575,2005,2005,Object,Photographs
223561,1936,1936,Object,European Sculpture and Decorative Arts
363414,1941,1941,Object,Drawings and Prints
323335,1936,1936,Object,Ancient Near Eastern Art
670990,2015,2015,Object,Asian Art
342176,1968,1968,Object,Drawings and Prints
426340,1921,1921,Object,Drawings and Prints
353842,1983,1983,Object,Drawings and Prints
247512,1906,1906,Object,Greek and Roman Art
457179,1939,1939,Object,Islamic Art
764968,2017,2017,Object,Drawings and Prints
42057,1914,1914,Object,Asian Art
193719,1917,1917,Object,European Sculpture and Decorative Arts
197893,1937,1937,Object,European Sculpture and Decorative Arts
457594,1939,1939,Object,Islamic Art
273023,1994,1994,Object,Photographs
53927,1925,1925,Object,Asian Art
648784,1963,1963,Object,Drawings and Prints
452476,1973,1973,Object,Islamic Art
560163,1935,1935,Object,Egyptian Art
629455,1972,1972,Object,Photographs
212076,1908,1908,Object,European Sculpture and Decorative Arts
712738,1962,1962,Object,Drawings and Prints
327404,1989,1989,Object,Ancient Near Eastern Art
418930,1963,1963,Object,Drawings and Prints
281088,2020,2020,Object,Photographs
670898,2015,2015,Object,Asian Art
104938,1942,1942,Object,Costume Institute
662169,1960,1960,Object,Drawings and Prints
186073,1881,1881,Object,European Sculpture and Decorative Arts
378003,1953,1953,Object,Drawings and Prints
741717,1948,1948,Object,Islamic Art
208290,1995,1995,Object,European Sculpture and Decorative Arts
420031,1963,1963,Object,Drawings and Prints
394523,1924,1924,Object,Drawings and Prints
44864,1975,1975,Object,Asian Art
190169,1907,1907,Object,European Sculpture and Decorative Arts
215326,1908,1908,Object,European Sculpture and Decorative Arts
329090,1941,1941,Object,Ancient Near Eastern Art
483569,1984,1984,Object,Modern and Contemporary Art
767035,1928,1928,Object,Drawings and Prints
742716,1959,1959,Object,Drawings and Prints
558723,1910,1910,Object,Egyptian Art
15330,1992,1992,Object,The American Wing
65820,1896,1896,Object,Asian Art
644295,1963,1963,Object,Drawings and Prints
895390,1962,1962,Object,Drawings and Prints
102479,1930,1930,Object,Costume Institute
483135,1984,1984,Object,Modern and Contemporary Art
502636,1889,1889,Object,Musical Instruments
786867,1949,1949,Object,Drawings and Prints
90936,1979,1979,Object,Costume Institute
55480,1959,1959,Object,Asian Art
259843,1971,1971,Object,Photographs
650736,1963,1963,Object,Drawings and Prints
67310,1896,1896,Object,Asian Art
400166,1963,1963,Object,Drawings and Prints
444710,1891,1891,Object,Islamic Art
405845,2013,2013,Object,Drawings and Prints
246061,1895,1895,Object,Greek and Roman Art
14423,1992,1992,Object,The American Wing
40093,1917,1917,Object,Asian Art
