Source,Target
151811,1926
Bequest of Marie-Louise GarbÃ¡ty,35763
35763,1993
Gift of Felix M. Warburg and his family,290683
290683,1941
Walker Evans Archive,182031
182031,1994
Walker Evans Archive,173357
173357,1994
Bequest of Edwin De T. Bechtel,250163
250163,1957
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",166890
166890,1963
Bequest of Julian Clarence Levi,307125
307125,1971
Gift of The Irving Penn Foundation,417201
417201,2020
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",370473
370473,1956
Gift of Mr. and Mrs. Robert J. Massar,157114
157114,1973
Gift of Leon Dalva Sr.,233650
233650,1965
Gift of The American Society for the Excavation of Sardis,151755
151755,1926
Gift of Joyce and Robert Menschel,163051
163051,1992
"Gift of Julia and John Curtis, in celebration of the Museumâs 150th Anniversary",415686
415686,2020
Rogers Fund and Edward S. Harkness Gift,357689
357689,1920
Gift of Mrs. Henry T. Curtis,227728
227728,1953
Bequest of Mary Clark Thompson,34921
34921,1923
Robert Lehman Collection,312228
312228,1975
Gift of Mrs. Robert W. de Forest,5592
5592,1911
"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift",33839
33839,1975
Gift of Charles Stewart Smith,40901
40901,1893
"Gift of Margaret L. Berger, in memory of Aline M. Leibman",83722
83722,1988
Harris Brisbane Dick Fund,269503
269503,1941
Walker Evans Archive,175242
175242,1994
Gift of Mr. and Mrs. Luke Vincent Lockwood,109070
109070,1939
"Purchase, Joseph Pulitzer Beqeust",31067
31067,1918
Rogers Fund and Edward S. Harkness Gift,365228
365228,1920
Harris Brisbane Dick Fund,249845
249845,1937
Gift of Mr. and Mrs. Charles Wrightsman,116282
116282,1976
Gift of Charles Stewart Smith,45193
45193,1893
"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer",38072
38072,1973
Gift of Mrs. Laura W. Andre,153648
153648,1948
Gift of J. Pierpont Morgan,149455
149455,1917
Harris Brisbane Dick Fund,224368
224368,1944
"Gift of Mr. and Mrs. Yukikazu Iwasa, in memory of Mr. and Mrs. Seizaburo Iwasa",54540
54540,2001
Walker Evans Archive,170576
170576,1994
Gift of Victor D. Brenner,100074
100074,1903
Rogers Fund,402595
402595,1952
Gift of Neel Arts Inc./Mr. Richard Neel,233777
"Purchase, Joseph Pulitzer Bequest; acquired from The Museum of Modern Art, Lillie P. Bliss Collection",203543
203543,1951
Rogers Fund,341830
341830,1919
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",453863
453863,1949
"Gilman Collection, Gift of The Howard Gilman Foundation",179372
179372,2005
Gift of Edward S. Harkness,362738
362738,1921
Gift of Lori and Victor Germack,179213
179213,2004
Warner Communications Inc. Purchase Fund,158181
158181,1976
Harris Brisbane Dick Fund,238700
238700,1953
Rogers Fund,125964
125964,1909
Gift of the artist,167490
167490,1969
Gift of Mr. and Mrs. Harold Kaye,165931
165931,1956
Gift of Kelement Simoncic,215644
215644,1974
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",425984
425984,2011
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",456068
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",425750
425750,2011
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",270947
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",382696
Harris Brisbane Dick Fund,370893
370893,1947
Bequest of Laura Frances Hearn,127736
127736,1917
Purchase,97270
97270,1873
John B. Turner Fund,233732
233732,1957
Bequest of Mary Anna Palmer Draper,148219
148219,1915
"Gift of Georgiana W. Sargent, in memory of John Osborne Sargent",259025
259025,1924
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",461715
461715,1959
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",408269
408269,2011
Gift of Mrs. Olga Sichel and Max Philippson,369370
369370,1962
Museum Accession,402364
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",415632
Gift of the artist,183348
183348,2012
Bequest of W. Gedney Beatty,237649
237649,1941
"Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse",459204
459204,1950
Gift of Felix M. Warburg and his family,205115
205115,1941
Bequest of Harry G. Sperling,216905
216905,1971
Gift of Mr. and Mrs. H. O. Havemeyer,57862
57862,1896
Gift of Stewart Huston,473446
473446,1958
"Purchase, Joseph Pulitzer Bequest",58947
58947,1919
"Harris Brisbane Dick Fund, by exchange",280600
280600,1940
Seymour Fund,60958
60958,1965
Rogers Fund,300158
300158,1908
Gift of Susan Dwight Bliss,375968
375968,1958
Gift of Letterio Calapai,241054
241054,1946
"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz",119584
119584,1995
Rogers Fund,102306
102306,1909
"Rogers Fund, by exchange",284359
284359,1940
Anonymous Gift,327662
327662,1992
"Gilman Collection, Gift of The Howard Gilman Foundation",179423
179423,2005
"Purchase, Edward S. Harkness Gift",341922
341922,1926
Gift of Mrs. Seller,84990
84990,1944
Gift of Bashford Dean,17983
17983,1914
Rogers Fund,372187
372187,1922
"Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike",316138
316138,1928
Gift of Fern and Lewis Lowenfels,483303
483303,2022
"Gift of Samuel P. Avery, transferred from the Library",280115
"Robert O. Dougan Collection, Gift of Warner Communications Inc.",159461
159461,1981
"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles",476861
476861,2021
Harris Brisbane Dick Fund,378458
378458,1951
John B. Turner Fund,239412
239412,1967
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",283276
"Gift of Tony Bechara, in celebration of the Museum's 150th Anniversary",464350
464350,2019
Purchase by subscription,42920
42920,1879
Rogers Fund,55510
55510,1930
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",438560
438560,2011
Harris Brisbane Dick Fund,236838
236838,1953
Robert Lehman Collection,311990
311990,1975
"Gilman Collection, Purchase, Mrs. Walter Annenberg and The Annenberg Foundation Gift",180088
180088,2005
"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift",53983
53983,1975
Gift of Mrs. Francis Ormond,14607
14607,1950
Bequest of Phyllis Massar,266999
266999,2011
Rogers Fund,433954
433954,1948
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",268135
"Dorothy Noyes Arms and John Taylor Arms Memorial Collection, Gift of The Society of American Graphic Artists Inc.",477408
477408,1955
Gift of Loretta Hines Howard,114502
114502,1964
Walker Evans Archive,171380
171380,1994
Rogers Fund,305013
305013,1940
Gift of Grace A. Albee,254855
254855,1962
"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund",31565
31565,1911
Walker Evans Archive,170568
170568,1994
"Anonymous Gift, in memory of Mrs. Therese Vlasto",152645
152645,1939
Gift of Henry G. Marquand,184639
184639,1882
Rogers Fund,126982
126982,1911
Gift of Heber R. Bishop,48540
48540,1902
Rogers Fund,423125
423125,1919
"The Cesnola Collection, Purchased by subscriptionâ?6",140638
Rogers Fund,429066
429066,1920
"Purchase, The Martin Foundation Inc. Gift",259166
259166,1967
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",446159
446159,2011
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",438649
438649,2011
Gift of Mrs. Richard Riddell,447315
447315,1981
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",419687
419687,2011
Gift of Udo M. Reinach,330325
330325,1959
Bequest of Grace M. Pugh,376843
376843,1985
"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller",189465
189465,1979
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",387036
"The Cesnola Collection, Purchased by subscriptionâ?6",141223
"Purchase, Fletcher Fund and The Guide Foundation Inc. Gift",349980
349980,1966
Rogers Fund,389939
389939,1928
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Arpad",88758
88758,2009
Munsey Fund,106735
106735,1927
Gift of Samuel P. Avery,99775
99775,1898
Rogers Fund,299879
299879,1907
"Gift of Timothy, Peter, and Jonathan Zorach",190980
190980,1980
Gift of Irwin Untermyer,135796
135796,1964
Rogers Fund,124728
124728,1909
Gift of Bashford Dean,28224
28224,1919
Rogers Fund,198805
198805,1952
"Purchase, Samuel J. Wagstaff Jr. Bequest and Lila Acheson Wallace Gift",168128
168128,1994
Morris K. Jesup Fund,10416
10416,1976
Rogers Fund,53275
53275,1930
Gift of MH Holdings,290766
290766,1978
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",271625
Gift of C. T. Currelly,364678
364678,1906
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Mrs. Edward G. Sparrow",91139
91139,2009
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",454804
Bequest of George C. Stone,25893
25893,1935
"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth",30524
30524,1986
Gift of Mrs. Charles Wrightsman,248184
248184,2007
Gift of J. Pierpont Morgan,101218
101218,1906
Harris Brisbane Dick Fund,254086
254086,1938
Rogers Fund,220438
220438,1952
Gift of Joseph Veach Noble,261058
261058,2002
"The Cesnola Collection, Purchased by subscriptionâ?6",139514
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",250810
250810,1956
Gift of Maria and Lee Friedlander,432474
432474,2013
Harris Brisbane Dick Fund,387309
387309,1953
Gift of Sheldon and Barbara Breitbart,201263
201263,1984
Gift of Helen Miller Gould,354017
354017,1910
Gift of Mrs. Wesley Wright Jr.,78090
78090,1987
Rogers Fund,47659
47659,1922
"Gilman Collection, Purchase, Robert Rosenkranz Gift",181238
181238,2005
"Purchase, Vital Projects Fund Inc. Gift, through Joyce and Robert Menschel, Cynthia Hazen Polsky and several members of The Chairman's Council Gifts",409542
409542,2016
Gift of Jane Holzer,80014
80014,1980
Walker Evans Archive,176478
176478,1994
Gift of Edward B. Bruce,52841
52841,1924
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",449454
449454,2011
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",466568
Bequest of Arthur M. Bullowa,194147
194147,1993
"Purchase, Irene Lewisohn Bequest",81050
81050,1971
Rogers Fund,121903
121903,1907
"Museum Accession, transferred from the Library",256751
"Purchase, Edward S. Harkness Gift",346817
346817,1926
Rogers Fund,59620
59620,1930
"Ralph T. Coe Collection, Gift of Ralph T. Coe Foundation for the Arts",195551
195551,2011
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",290226
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",370920
370920,2015
Walker Evans Archive,170722
170722,1994
Gift of Dorothy Liebes Design Inc.,322996
322996,1973
"Samuel Eilenberg Collection, Gift of Samuel Eilenberg",33261
33261,1987
Gift of Fairchild Bowler,215874
215874,1965
"Purchase, The Annenberg Fund Inc. Gift",295610
295610,1978
Bequest of Catherine D. Wentworth,110619
110619,1948
"Elisha Whittelsey Collection, Elisha Whittelsey Fund",167171
167171,1967
Rogers Fund,266753
266753,1918
Gift of William H. Riggs,17760
17760,1913
Bequest of Annie C. Kane,46325
46325,1926
"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg",191892
191892,1986
"From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper",134834
134834,1957
John B. Turner Fund,203512
203512,1994
Harris Brisbane Dick Fund,461757
461757,1926
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",439778
439778,2011
Herbert Mitchell Collection,182372
182372,2007
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",393996
393996,2011
"Gift of Hilda Katz/Hulda Weber, in honor of A. Hyatt Mayor",367751
367751,1979
Gift of Paul E. Manheim,53095
53095,1967
"Edward C. Moore Collection, Bequest of Edward C. Moore",40777
40777,1891
Gift of Helen Miller Gould,347818
347818,1910
The Cloisters Collection,318870
318870,1952
"Museum Accession, transferred from the Library",256808
"Gilman Collection, Purchase, Ann Tenenbaum and Thomas H. Lee Gift",179070
179070,2005
Gift of The United Piece Dye Works,130692
130692,1936
"Rogers Fund, transferred from the Library",231785
Rogers Fund,197975
197975,1936
"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation",393814
393814,2015
John B. Turner Fund,210990
210990,1968
Gift of Wilbur Macey Stone,289015
289015,1921
Stewart S. MacDermott Fund,222442
222442,1983
Rogers Fund,146786
146786,1906
Rogers Fund,309690
309690,1939
"Gift of Ann and Byron Reimus, in memory of Marika Wallach-Chiotakis",445462
445462,2017
Bequest of Benjamin Altman,36046
36046,1913
Gift of J. Pierpont Morgan,104642
104642,1917
Bequest of Emma T. Gary,108555
108555,1934
Rogers Fund,310105
310105,1939
Walker Evans Archive,169041
169041,1994
Fletcher Fund,46322
46322,1925
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",380678
Gift of Jack A. Josephson,307315
307315,1973
"Purchase, Rogers Fund, Edward S. Harkness Gift and by exchange",355290
355290,1922
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",370265
370265,1972
"Gift of Sir William H. Redding, in memory of his wife",120988
120988,1908
Rogers Fund,415784
415784,1962
Gift of Norbert Schimmel Trust,201747
201747,1989
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",282256
"Gift of C. R. Lindley, M.D.",174476
174476,2020
"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation",393735
393735,2015
Gift of Mr. Claggett Wilson,77893
77893,1942
Gift of the Guild of Book Workers,389766
389766,1960
Gift of James Jackson Jarves,97499
97499,1881
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",245521
245521,1953
Rogers Fund,433591
433591,1948
"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz",118011
118011,1995
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",283285
Bequest of Charles Allen Munn,261608
261608,1924
"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift",38685
38685,1975
Gift of J. Pierpont Morgan,101393
101393,1906
"The Nuttall Collection, Gift of Mrs. Magdalena Nuttall",123916
123916,1908
Bequest of W. Gedney Beatty,202328
202328,1941
Gift of designer,325220
325220,1984
Harris Brisbane Dick Fund,446562
446562,1928
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",434489
434489,1959
Gift of Helen Miller Gould,353888
353888,1910
"Purchase, Gifts in memory of Stephen D. Rubin",14129
14129,1992
Gift of Mr. and Mrs. H. O. Havemeyer,56445
56445,1896
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",377288
Gift of Harry G. Friedman,483650
483650,1962
Gift of Mrs. Edward S. Harkness,76642
76642,1930
The Berggruen Klee Collection,324798
324798,1984
The Crosby Brown Collection of Musical Instruments,337182
337182,1889
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",459581
459581,1949
Gift of The New York Historical Society,72000
72000,1979
Gift of Lincoln Kirstein,47792
47792,1959
Gift of Phyllis D. Massar,156469
156469,1971
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",381982
Gift of Mr. and Mrs. H. O. Havemeyer,57935
57935,1896
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",266931
"Edward C. Moore Collection, Bequest of Edward C. Moore",299633
299633,1891
"Purchase, Brooke Russell Astor Bequest",272101
272101,2013
Purchase by subscription,145436
145436,1895
"Purchase, Gifts in memory of Stephen D. Rubin",13231
13231,1992
Rogers Fund,34193
34193,1917
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",462550
Harris Brisbane Dick Fund,227472
227472,1934
Gift of Addie and Herbert Segerman,256128
256128,1968
Harris Brisbane Dick Fund,411524
411524,1917
Rogers Fund,305413
305413,1945
"Bequest of R. Thornton Wilson, in memory of his wife, Florence Ellsworth Wilson",116476
116476,1977
"Gilman Collection, Purchase, Mrs. Walter Annenberg and The Annenberg Foundation Gift",178413
178413,2005
"Gift of George R. Goldner, in honor of Stewart Goldner",424026
424026,2016
Walker Evans Archive,175401
175401,1994
Gift of Sarah Shay,63126
63126,2005
"The Cesnola Collection, Purchased by subscriptionâ?6",140175
Museum Accession,155298
Gift of Mrs. Horace Havemeyer,60023
60023,1942
David Hunter McAlpin Fund,165997
165997,1957
Rogers Fund and Edward S. Harkness Gift,352602
352602,1922
Gift of Mrs. Adrian H. Joline,29644
29644,1914
Gift of the Duchess of Windsor,68267
68267,1974
Gift of  Egypt Exploration Fund,344221
344221,1897
Gift of Julia A. Berwind,112075
112075,1953
"Gift of Stanley Herzman, in memory of Adele Herzman",38563
38563,1991
Gift of Stephen V. Grancsay,24173
24173,1942
Gift of James F. White,434626
434626,2016
Gift of William Brewster,246198
246198,1923
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",280305
280305,1951
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",404183
404183,2011
Rogers Fund,321761
321761,1914
"Zimmerman Family Collection, Gift of the Zimmerman Family",437793
437793,2020
"Theodore M. Davis Collection, Bequest of Theodore M. Davis",349845
349845,1915
Gift of Muriel Kallis Newman,87730
87730,2008
"Purchase, Wunsch Foundation Gift",13588
13588,1993
Bequest of Felicia Meyer Marsh,334350
334350,1979
"Purchase, Jefferson R. Burdick Bequest",226721
226721,1969
Gift of Louise and David Braver,138032
138032,2006
Gift of Mark Phillips,32450
32450,1978
Rogers Fund,321140
321140,1931
Rogers Fund,156838
156838,1972
Gift of Henry G. Marquand,317598
317598,1887
"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift",53926
53926,1975
"Gift of Balenciaga Archives, Paris",92252
92252,2012
"Purchase, Barbara and William Karatz Gift",476625
476625,2021
Gift of Jan Lee Bates,443480
443480,2017
Edward Pearce Casey Fund,215003
215003,1990
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",424084
Funds from various donors,344016
344016,1886
Rogers Fund,365424
365424,1929
"The Nuttall Collection, Gift of Mrs. Magdalena Nuttall",123500
123500,1908
Gift of The United Piece Dye Works,130469
130469,1936
Bequest of James T. Woodward,919
919,1910
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",211632
211632,1949
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",230557
230557,1953
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",267276
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",419244
"Gift of Nanette B. Kelekian, in honor of Olga Raggio",136837
136837,2002
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",278123
Gift of Murtogh D. Guinness,315626
315626,1985
Rogers Fund and Edward S. Harkness Gift,351365
351365,1924
Isabel Shults Fund,97208
97208,2013
Rogers Fund,103694
103694,1913
Gift of J. Pierpont Morgan,314385
314385,1917
Gift of J. Pierpont Morgan,149420
149420,1917
Gift of Weston J. Naef,184565
184565,1974
Rogers Fund,3581
3581,1938
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",398027
398027,2011
"Purchase, Leonard A. Lauder Gift",230828
230828,1995
Gift of Mrs. George A. Crocker (Elizabeth Masten),63977
63977,1937
"Purchase, Roy R. and Marie S. Neuberger Foundation Inc. and several members of The Chairman's Council Gifts Benefit Fund, and funds from various donors",53429
53429,2000
Purchase by subscription,298463
298463,1889
"Bequest of Joseph H. Durkee, by exchange",209028
209028,1972
Bequest of Mary Clark Thompson,34931
34931,1923
"Purchase, Friends of The Costume Institute Gifts",409469
409469,2015
"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg",50291
50291,1998
Gift of Mrs. Edwin De T. Bechtel,276788
276788,1961
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",432185
432185,2011
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",394387
Gift of Mrs. T. Suffern Tailer,74372
74372,1967
Harris Brisbane Dick Fund,409822
409822,1953
Gift of Harry G. Friedman,407217
407217,1960
Gift of Richard Martin,65634
65634,1996
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",431149
431149,1946
Gift of Brooks Adams and Lisa Liebmann,65717
65717,1996
Gift of Howard Mansfield,470555
470555,1917
"Edward C. Moore Collection, Bequest of Edward C. Moore",40590
40590,1891
"Purchase, Arthur Ochs Sulzberger Gift",21740
21740,1999
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",230707
230707,1960
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",281661
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",424487
Purchase,145666
145666,1896
Gift of The American Society for the Excavation of Sardis,151783
151783,1926
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",250945
250945,1958
Rogers Fund,105826
105826,1923
Gift of Joseph Veach Noble,261067
261067,2002
Rogers Fund,276132
276132,1920
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Mrs. H. M. Hume",95069
95069,2009
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",409557
409557,1960
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",422033
Rogers Fund,205140
205140,1919
Bequest of Richard B. Seager,151474
151474,1926
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",374407
"The Cesnola Collection, Purchased by subscriptionâ?6",139515
Gift of Heber R. Bishop,48459
48459,1902
Gift of Jane B. Holzer,86834
86834,2005
"Robert O. Dougan Collection, Gift of Warner Communications Inc.",429137
429137,1981
"Gift of Frank Anderson Trapp, in honor of Karen B. Cohen",234208
234208,2004
"Purchase, Edward S. Harkness Gift",350892
350892,1926
Gift of Dr. Ernest Harms,240165
240165,1955
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",397059
"Purchase, Eva Gebhard-Gourgaud Foundation",12640
12640,1973
Gift of Mrs. J. Boorman Johnstone,121504
121504,1906
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",458651
Rogers Fund,103673
103673,1913
Gift of Mrs. William H. Bliss,127910
127910,1920
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",212700
212700,1951
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",382632
Rogers Fund,464485
464485,1962
Harris Brisbane Dick Fund,468459
468459,1941
Gift of Mrs. William Floyd Nichols and Mrs. B. Langdon Tyler,84713
84713,1975
"Purchase, David and Eugenia Ames Gift",476629
476629,2021
Bequest of Cecile L. Mayer,1491
1491,1962
"Purchase, Fletcher Fund and Joseph E. Hotung and Michael and Danielle Rosenberg Gifts",33903
33903,1989
Gift of Peter Pollack,242624
242624,1960
Rogers Fund,321370
321370,1925
Gift of Ian Stewart,242075
242075,1967
"Museum Accession, transferred from the Library",378392
Rogers Fund,322337
322337,1908
Gift of S.P. Avery,119685
119685,1898
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",451340
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",294286
Rogers Fund,354178
354178,1911
Gift of Mrs. Walter Shirlaw,11558
11558,1911
Rogers Fund,103214
103214,1913
Gift of Burberry,462493
462493,2018
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",413714
413714,2011
"The Howard Mansfield Collection, Gift of Howard Mansfield",49823
49823,1936
Bequest of Edmund C. Converse,35635
35635,1921
"The Michael C. Rockefeller Memorial Collection, Gift of Mr. and Mrs. Gustave Schindler",187981
187981,1967
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",207820
207820,1984
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",217303
217303,1964
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Erik Lee Preminger in memory of his mother, Gypsy Rose Lee",91734
91734,2009
Rogers Fund,33832
33832,1922
Harris Brisbane Dick Fund,367766
367766,1953
"Gift of Sir William H. Redding, in memory of his wife",121093
121093,1900
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Mrs. Tessim Zorach",94131
94131,2009
Gift of Donna Schneier,333809
333809,2007
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Miss M. Conklin",92440
92440,2009
"Purchase, Cynthia Hazen Polsky Gift",32661
32661,1990
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",418804
418804,1946
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",374214
Gift of Michel Abemayor,342378
342378,1951
"Purchase, Harris Brisbane Dick Fund and Joseph Pulitzer Bequest",213823
213823,2001
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Mrs. Frederick H. Prince, Jr.",95975
95975,2009
Gift of Robert A. Ellison Jr.,16658
16658,2018
Gift of Lincoln Kirstein,215807
215807,1970
"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer",116087
116087,1973
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",453747
Harris Brisbane Dick Fund,404607
404607,1917
Gift of Edward S. Harkness,362712
362712,1921
"The Howard Mansfield Collection, Gift of Howard Mansfield",54839
54839,1936
Gift of the artist,163043
163043,1992
Gift of Joseph Verner Reed,214618
214618,1950
Mrs. L. T. Scully Fund,72393
72393,1977
Gift of Irwin Untermyer,114196
114196,1964
Harris Brisbane Dick Fund,164259
164259,1933
"Gift of Jessie Leonard Hill, Charles R. Leonard Jr., and Laura Leonard Ault",83208
83208,1978
Bequest of Felicia Meyer Marsh,334632
334632,1979
"Purchase, Mr. and Mrs. Charles Wrightsman Gift",115476
115476,1972
"Rogers Fund, transferred from the Library",437011
437011,1926
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",421994
Seymour Fund,60969
60969,1966
"Purchase, Clara Mertens Bequest, in memory of AndrÃ© Mertens",339773
339773,2006
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",245243
245243,1965
Gift of Mrs. William Randolph Hearst,119207
119207,1963
"Purchase, Gift of Polaroid Corporation and Matching Funds from the National Endowment for the Arts",159145
159145,1981
Gift of John Stemme,102538
102538,1910
"Gilman Collection, Gift of The Howard Gilman Foundation",412030
412030,2005
Rogers Fund,308969
308969,1907
"The Cesnola Collection, Purchased by subscriptionâ?6",142467
Bequest of Charles Allen Munn,236358
236358,1924
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",220235
220235,1967
Gift of Mr. and Mrs. Franklin Chace,2914
2914,1969
Bequest of Laura Frances Hearn,127751
127751,1917
The Crosby Brown Collection of Musical Instruments,337533
337533,1889
Bequest of Mary Anna Palmer Draper,364771
364771,1915
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",455677
Gift of Lansdell K. Christie,7298
7298,1965
Rogers Fund,352523
352523,1915
Gift of the Duchesse de Richelieu,112775
112775,1960
"The Cesnola Collection, Purchased by subscriptionâ?6",140555
Gift of Lee Schoen,334790
334790,1984
"Purchase, Robert B. Dodson Fund",401716
401716,1931
"Purchase, Lila Acheson Wallace Gift",412427
412427,2016
