Source,Target
416060,1946
Gift of Mrs. Edwin De T. Bechtel,276327
276327,1961
"Catharine Lorillard Wolfe Collection, Wolfe Fund",296678
296678,1907
Gift of Cephas G. Thompson,207051
207051,1887
"The Edward W. C. Arnold Collection of New York Prints, Maps and Pictures, Bequest of Edward W. C. Arnold",248199
248199,1954
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",395388
395388,2011
"Gift of Jean Jacques Reubell, in memory of his mother, Julia C. Coster, and of his wife, Adeline E. Post, both of New York City",27190
27190,1926
"Purchase, Paul Singer Gift and Rogers Fund",38778
38778,1991
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",225816
225816,1959
Gift of The United Piece Dye Works,130645
130645,1936
Harris Brisbane Dick Fund,164654
164654,1937
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Ruth Trappan",90148
90148,2009
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",455245
Gift of Mrs. Abraham Lansing,7605
7605,1912
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",257614
257614,1962
"Purchase, Solomon Grossman Gift, in memory of Berry B. Tracy, and The Vincent Astor Foundation Gift",14201
14201,1994
Gift of Harry G. Friedman,244256
244256,1964
"The Edward W. C. Arnold Collection of New York Prints, Maps and Pictures, Bequest of Edward W. C. Arnold",248196
248196,1954
Gift of William Brewster,453897
453897,1923
The Crosby Brown Collection of Musical Instruments,335395
335395,1889
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",270050
Gift of Mr. and Mrs. C. J. Vincente Minetti,80323
80323,1976
Museum accession,459412
459412,1939
"Purchase, Harry G. Friedman Bequest",473414
473414,1967
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",419021
419021,1946
"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel",162289
162289,1989
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",413966
413966,2011
"Gift of Kenneth E. Tyler, in memory of John J. McKendry",289045
289045,1977
Gift of Irwin Untermyer,115029
115029,1968
"Purchase, Vital Projects Fund Inc. Gift, through Joyce and Robert Menschel",471189
471189,2019
"Purchase, Anonymous Gift",163205
163205,1994
Gift of William Brewster,435100
435100,1923
Rogers Fund,447896
447896,1948
"Bequest of Julia H. Manges, in memory of her husband, Dr. Morris Manges",409726
409726,1960
"Purchase, Adrian Eeles Gift",261580
261580,2010
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",378167
Gift of Carl Joseph Ulmann,479375
479375,1926
Gift of Burkhard and Ursula Gottschalk,457805
457805,2018
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",222973
222973,1950
Rogers Fund,315430
315430,1918
Purchase,145872
145872,1896
Gift of Miss Lucy Erdwurm,484061
484061,1950
Gift of Mrs. James A. Cole,8266
8266,1978
"The Collection of Giovanni P. Morosini, presented by his daughter Giulia",27110
27110,1932
Anonymous Gift,241307
241307,1988
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",413747
413747,2011
"Gilman Collection, Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel",179143
179143,2005
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",250992
250992,1966
Rogers Fund,22739
22739,1948
Gift of Mr. and Mrs. H. O. Havemeyer,56844
56844,1896
Gift of Ron Kent,324224
324224,1982
Gift of Clarence H. Mackay,27787
27787,1922
Gift of The New York Historical Society,80441
80441,1979
Gift of Charles E. Wiggin,452253
452253,1968
"Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse",459231
459231,1950
Rogers Fund,53181
53181,1927
Gift of Paul J. Sachs,220825
220825,1916
Purchase by subscription,126301
126301,1909
Gift of Louis Comfort Tiffany Foundation,757
757,1951
Gift of Jeffrey M. Blake,162320
162320,1989
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",223601
223601,1952
Gift of Robert Pearlstein,464518
464518,2018
"Rogers Fund and, transferred from the Library",425026
425026,1925
Rogers Fund,358763
358763,1917
Twentieth-Century Photography Fund,450256
450256,2017
"Purchase, Lila Acheson Wallace Gift",424938
424938,2017
Bequest of Henry H. Cook,296091
296091,1905
Walker Evans Archive,171557
171557,1994
Fletcher Fund,281443
281443,1942
"Gilman Collection, Gift of The Howard Gilman Foundation",413195
413195,2005
Walker Evans Archive,170907
170907,1994
"Purchase, The Vincent Astor Foundation Gift",38154
38154,1997
Rogers Fund,433440
433440,1948
"Purchase, Joseph Pulitzer Bequest",305950
305950,1952
Rogers Fund,104058
104058,1914
"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer",47386
47386,1929
Gift of Mrs. Alan Crane,293046
293046,1973
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Dick S. Ramsay Fund",95492
95492,2009
Anonymous gift (through F. S. Wait),13398
13398,1907
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift in memory of Mrs. Karoline Goldschmidt",89206
89206,2009
Gift of Mr. and Mrs. Philip G. Cavanaugh,211167
211167,1984
"Gift of Sir William H. Redding, in memory of his wife",120614
120614,1907
"Gift of Carola Teegen Walton, in memory of Otto J. Teegen (.1187.10)",249728
249728,1986
Harris Brisbane Dick Fund,388235
388235,1937
"The Albert Ten Eyck Gardner Collection, Gift of the Centennial Committee",399825
399825,1970
Gift of The United Piece Dye Works,130489
130489,1936
"Gift of the Work Projects Administration, New York",242172
242172,1943
Gift of Paul F. Walter,162697
162697,1991
"Purchase, Friends of European Sculpture and Decorative Arts Gifts",138531
138531,1990
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",266934
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",204595
204595,1961
Bequest of George C. Stone,19624
19624,1935
Rogers Fund,30995
30995,1914
Gift of Mr. and Mrs. H. O. Havemeyer,56956
56956,1896
Harris Brisbane Dick Fund,254261
254261,1938
Gift of Mrs. Russell Sage,118898
118898,1909
Gift of the Estate of Samuel L. M. Barlow,184679
184679,1889
Gift of Robie Rogge,239270
239270,1984
Gift of Sylvia de Cuevas,92167
92167,2011
Gift of S.B. Luyster,14717
14717,1936
The Cloisters Collection,318811
318811,1949
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",386810
Gift of Henry Geldzahler,220978
220978,1973
Fletcher Fund,241642
241642,2007
Gift of Estate of Johan Hagemeyer,166801
166801,1962
"Gilman Collection, Museum Purchase",184382
184382,2005
Bequest of Felicia Meyer Marsh,334497
334497,1979
Rogers Fund,156749
156749,1972
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",444016
Harris Brisbane Dick Fund,278485
278485,1953
"Gift of Stanley B. Burns, M.D. and The Burns Archive",162959
162959,1992
Gift of Dr. Ernest Harms,240085
240085,1955
Gift of J. Pierpont Morgan,362080
362080,1917
Gift of Dietrich von Bothmer,154744
154744,1981
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",277943
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",270479
Gift of Egypt Exploration Fund,344232
344232,1897
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",452131
Gift of George F. Baker,298807
298807,1890
Bequest of James T. Woodward,928
928,1910
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",416891
Gift of Samuel T. Peters,37057
37057,1913
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",371403
371403,1959
Rogers Fund,146772
146772,1906
Gift of Mrs. Roselle H. Osk,243223
243223,1934
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",446513
446513,1949
"Gift of William M. Ivins, Jr.",476045
476045,1946
Gift of J. Pierpont Morgan,301861
301861,1917
"The Cesnola Collection, Purchased by subscriptionâ?6",139383
Rogers Fund,353135
353135,1930
"Purchase, Joseph Pulitzer Bequest",344895
344895,1966
Gift of Michael G. Wilson,274522
274522,1980
Rogers Fund and Edward S. Harkness Gift,351344
351344,1914
"Rogers Fund, transferred from the Library",271343
Rogers Fund,356846
356846,1931
Gift of Harry G. Friedman,285031
285031,1962
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",239718
239718,1952
"The Cesnola Collection, Purchased by subscriptionâ?6",143664
Gift of Robert A. Ellison Jr.,392437
392437,2021
Harris Brisbane Dick Fund,289172
289172,1945
Gift of Martin F. Price,88320
88320,2017
Gift of Alexander M. Bing,218445
218445,1928
Bequest of John L. Cadwalader,103888
103888,1914
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",404382
404382,2011
Bequest of Phyllis Massar,265511
265511,2011
Rogers Fund,124008
124008,1909
Gift of Mrs. Anne Archbold,33671
33671,1954
Rogers Fund,305203
305203,1940
Bequest of Herbert Mitchell,407287
407287,2008
Harry G. Sperling Fund,251559
251559,2007
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",462153
462153,1959
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",463039
463039,1965
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",290529
Rogers Fund,433837
433837,1948
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum: Gift of the Aluminum Company of America",91933
91933,2009
The Michael C. Rockefeller Memorial Collection; Gift of Nelson A. Rockefeller and Mrs. Mary C. Rockefeller,188628
188628,1965
Walker Evans Archive,169457
169457,1994
Rogers Fund,133555
133555,1939
Rogers Fund,304475
304475,1939
Bequest of Sam A. Lewisohn,296941
296941,1951
Gift of Mr. and Mrs. Michael Chow,326176
326176,1986
"Gift of Nanette B. Kelekian, in honor of Olga Raggio",136732
136732,2002
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",375051
Bequest of George C. Stone,21914
21914,1935
Gift of Mr. and Mrs. Sidney Hosmer,12705
12705,1948
Gift of Madeleine Sinco Verne,77098
77098,1964
Rogers Fund,198430
198430,1954
Gift of Mrs. John A. Vanderpoel,300114
300114,1908
Rogers Fund,358792
358792,1917
Gift of Eric Vaule,30081
30081,2008
Gift of Barnabas McHenry,159977
159977,1983
Gift of Henry Walters,210282
210282,1917
"Museum Accession, transferred from the Library",233406
"Purchase, Everfast Fund",52594
52594,1973
Gift of Charles Stewart Smith,40481
40481,1893
"Purchase, Michael and Kathleen Linburn Gift",476581
476581,2021
Bequest of W. Gedney Beatty,153208
153208,1941
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",278500
278500,1965
Rogers Fund,302279
302279,1921
Gift of James F. Magee Jr.,315818
315818,1920
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",377699
Rogers Fund,358462
358462,1917
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",166658
166658,1962
Gift of Susan Dwight Bliss,371737
371737,1958
Gift of The Andrall and Joanne Pearson Collection,195526
195526,2005
Gift of Jane and Robert E. Carroll,331482
331482,2000
"Gift of Mrs. Harrison Williams, Lady Mendl, and Mrs. Ector Munn",68173
68173,1946
Gift of Letterio Calapai,241063
241063,1946
"John C. Waddell Collection, Gift of John C. Waddell",328662
328662,1998
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",419885
419885,2011
Gift of Helen Miller Gould,348825
348825,1910
Gift of Robert L. Isaacson,117289
117289,1985
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, by exchange",244356
244356,1951
Harris Brisbane Dick Fund,234048
234048,1941
"The Michael C. Rockefeller Memorial Collection, Purchase, Nelson A. Rockefeller Gift",187549
187549,1961
Gift of Muriel Kallis Newman,69095
69095,2002
"Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse",383313
383313,1950
Walker Evans Archive,173671
173671,1994
Rogers Fund,313420
313420,1910
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",391499
391499,1951
Gift of Norbert Schimmel Trust,154906
154906,1989
"Leonard A. Lauder Collection of American Posters, Gift of Leonard A. Lauder",208370
208370,1984
Gift of Helen Miller Gould,353804
353804,1910
Museum Accession,319993
Gift of Walter T. Spencer,176746
176746,1966
Bequest of Felicia Meyer Marsh,334610
334610,1979
"Purchase, Joseph Pulitzer Bequest",153515
153515,1942
Bequest of George Blumenthal,208497
208497,1941
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",370339
370339,1966
Gift of William H. Riggs,21820
21820,1913
Rogers Fund,128358
128358,1920
Gift of Lincoln Kirstein,219155
219155,1953
Gift of Mrs. George A. Crocker (Elizabeth Masten),64006
64006,1937
"Mr. and Mrs. Isacc D. Fletcher Collection, Bequest of Isaac D. Fletcher",313766
313766,1917
"The Cesnola Collection, Purchased by subscriptionâ?6",143487
Anonymous Gift,121243
121243,1879
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",402757
402757,1951
Gift of Mrs. Myron Schafer,79883
79883,1948
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",405385
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",451821
Robert Lehman Collection,312034
312034,1975
"Gift of Jeffrey B. Soref, in honor of Martin Lerner",32741
32741,1988
Gift of Norman de Garis Davies,348313
348313,1930
Harris Brisbane Dick Fund,237359
237359,1931
Bequest of George C. Stone,25684
25684,1935
"Purchase, Dorothy Levitt Beskind Gift",167203
167203,1967
Harris Brisbane Dick Fund,222695
222695,1944
"Gift of C. R. Lindley, M.D.",174564
174564,2022
Gift of J. Pierpont Morgan,104170
104170,1916
Edith Perry Chapman Fund,118272
118272,1996
"The Cesnola Collection, Purchased by subscriptionâ?6",142795
Rogers Fund,197382
197382,1932
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",418291
418291,1959
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",438047
438047,2011
Gift of George F. Baker,298955
298955,1890
Bequest of Millie Bruhl Fredrick,295968
295968,1962
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",413607
413607,2011
"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller",189949
189949,1979
"Gilman Collection, Gift of The Howard Gilman Foundation",180389
180389,2005
Rogers Fund,358516
358516,1917
Bequest of George Blumenthal,109514
109514,1941
The Crosby Brown Collection of Musical Instruments,336169
336169,1889
"Purchase, Edward S. Harkness Gift",348122
348122,1926
Rogers Fund,251164
251164,1922
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",481978
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",287856
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",409045
409045,1951
"Purchase, Theodore R. Gamble Jr. Gift, in honor of his mother, Mrs. Theodore Robert Gamble",1224
1224,1983
"Purchase, Theodore R. Gamble Jr. Gift, in honor of his mother, Mrs. Theodore Robert Gamble",326704
326704,1988
Gift of Michael G. Wilson,265163
265163,1981
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",369664
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",215502
215502,1953
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",404702
Gift of Irwin Untermyer,113331
113331,1964
Rogers Fund,361557
361557,1911
Gift of Edward S. Harkness,364265
364265,1914
Gift of J. Pierpont Morgan,442128
442128,1917
"The Friedsam Collection, Bequest of Michael Friedsam",316555
316555,1931
Gift of J. Pierpont Morgan,393226
393226,1917
Rogers Fund,358355
358355,1917
"Rogers Fund, transferred from the Library",271655
Gift of Mrs. Robert W. de Forest,105497
105497,1920
Gift of Frank Cambria,277645
277645,1960
"Gilman Collection, Gift of The Howard Gilman Foundation",427660
427660,2005
Gift of Florance Waterbury,44208
44208,1967
Gift of Issey Miyake Inc.,86508
86508,2005
"The Cesnola Collection, Purchased by subscriptionâ?6",139017
"Purchase, Mary and James G. Wallach Foundation Gift",65284
65284,2013
Rogers Fund,200588
200588,1972
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",254486
254486,1967
Gift of William Brewster,474481
474481,1923
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",271888
271888,1949
Rogers Fund,199072
199072,1956
Gift of Nadine M. Orenstein,291958
291958,2013
"The Cesnola Collection, Purchased by subscriptionâ?6",142926
Harris Brisbane Dick Fund,225815
225815,1930
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",370554
Gift of Mr. and Mrs. H. O. Havemeyer,57140
57140,1896
"The Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse",111191
111191,1950
Rogers Fund,216732
216732,1917
Harris Brisbane Dick Fund,384694
384694,1936
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",411009
411009,2011
Rogers Fund,300769
300769,1909
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",267851
267851,1951
Gift of Hildred King,86682
86682,1956
Gift of Heber R. Bishop,37658
37658,1902
Gift of Mrs. Joseph Tuckerman Tower,3342
3342,1934
Harris Brisbane Dick Fund,413383
413383,1917
Rogers Fund,304620
304620,1940
"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller",190803
190803,1979
Walker Evans Archive,177113
177113,1994
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",222000
222000,1963
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",213679
213679,1969
"Purchase, Louis V. Bell, Harris Brisbane Dick, Fletcher, and Rogers Funds and Joseph Pulitzer Bequest, and San Francisco Fisher Brothers Gift, in honor of Philip Maritz and Lewis Wolff",183642
183642,2012
Walker Evans Archive,171030
171030,1994
Bequest of William S. Lieberman,63423
63423,2005
"Purchase, Lila Acheson Wallace Gift, Gifts in memory of Jacob Bean, and various donors",245570
245570,1994
The Crosby Brown Collection of Musical Instruments,335635
335635,1889
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",372837
Gift of Robert and Jessica Solomon,405284
405284,2004
Robert Lehman Collection,311197
311197,1975
Gift of Carl Joseph Ulmann,250525
250525,1927
Gift of Holly Solomon,67594
67594,1999
Harris Brisbane Dick Fund,218313
218313,1939
Rogers Fund,317129
317129,1949
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",373570
"The J.B. Neumann Collection, Gift of Dr. Franz H. Hirschland",212286
212286,1951
Harris Brisbane Dick Fund,241340
241340,1940
Bequest of Richard B. Seager,151232
151232,1926
Gift of J. Pierpont Morgan,148776
148776,1917
Purchase,145885
145885,1896
Harris Brisbane Dick Fund,369013
369013,1953
Gift of Henry Walters,223199
223199,1917
Bequest of Scofield Thayer,244836
244836,1982
Gift of The Honorable William Benton,234835
234835,1959
"Gilman Collection, Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel",179154
179154,2005
Gift of J. Pierpont Morgan,104459
104459,1917
Harris Brisbane Dick Fund,253015
253015,1947
Gift of the artist,431702
431702,2016
Gift of Mrs. Adrian H. Joline,29666
29666,1914
"Gift of Aarne Simonen, Minister of Commerce and Industry of Finland",330233
330233,1956
Rogers Fund,295132
295132,1918
"From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper",135144
135144,1957
Gift of Helene Fortunoff and Robert Grossman,448622
448622,2017
Harris Brisbane Dick Fund,418492
418492,1953
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",431973
431973,2011
The Crosby Brown Collection of Musical Instruments,336822
336822,1889
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",446236
446236,2011
"Mr. and Mrs. Isaac D. Fletcher Collection, Bequest of Isaac D. Fletcher",204487
204487,1917
Gift of Cynthia Hazen Polsky,38490
38490,1991
"Gift of the Humanities Fund Inc., The Boris Bakhmeteff Collection",284749
284749,1972
Rogers Fund,200228
200228,1965
Gift of Jane Holzer,67402
67402,1993
Gift of Roberto Berdecio,429578
429578,1960
"Gift of Carole and Irwin Lainoff, Ruth P. Lasser and Joseph R. Lasser, Mr. and Mrs. John T. Marvin, Martin E. and Joan Messinger, Richard L. Yett and Sheri and Paul Siegel",161136
161136,1986
Bequest of Benjamin Altman,360640
360640,1913
Gift of William H. Riggs,21214
21214,1913
Gift of Donato Esposito,402892
402892,2015
Gift of Mr. and Mrs. H. O. Havemeyer,57088
57088,1896
"Purchase, Joseph Pulitzer Bequest",108679
108679,1938
Gift of Dedalus Foundation Inc.,333747
333747,2007
"Gilman Collection, Gift of The Howard Gilman Foundation",179497
179497,2005
Harris Brisbane Dick Fund,404577
404577,1927
Gift of Edward S. Harkness,345920
345920,1921
The Crosby Brown Collection of Musical Instruments,336020
336020,1889
Gift of Julia Chester Wells,127550
127550,1913
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",411991
411991,1963
Estate of Emma A. Sheafer,331087
Gift of George Henry Warren,20235
20235,1951
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Museum Surplus Fund",89321
89321,2009
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",260094
260094,1959
Bequest of Phyllis Massar,266139
266139,2011
Gift of Richard T. Button,1651
1651,1970
Rogers Fund,2358
2358,1948
Bequest of Phyllis Massar,396732
396732,2011
The Cloisters Collection,318900
318900,1954
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",250109
250109,1951
Bequest of W. Gedney Beatty,152771
152771,1941
Harris Brisbane Dick Fund,252843
252843,1946
"Rogers Fund, transferred from the Library",219504
219504,1918
Gift of Cornelius Vanderbilt,207816
207816,1880
Gift of Lincoln Kirstein,205267
205267,1970
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",389147
"Museum Accession, transferred from the Library",256783
Harris Brisbane Dick Fund,262378
262378,1924
Made in,314307
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",278106
Gift of Nathan Cummings,185510
185510,1963
Rogers Fund,133454
133454,1938
"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift",53899
53899,1975
Gift of Mrs. Richard M. Rossbach,69972
69972,1978
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",268937
Gift of Janet Borden Inc.,162584
162584,1991
"The Sylmaris Collection, Gift of George Coe Graves",107368
107368,1930
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",408362
408362,2011
Gift of the Everfast Industries Inc.,436665
436665,1971
"Museum Accession, transferred from the Library",380008
"Gilman Collection, Purchase, Denise and Andrew Saul Gift",176174
176174,2005
Harris Brisbane Dick Fund,427423
427423,1932
Rogers Fund,226609
226609,1920
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",386884
Gift of Bashford Dean,28142
28142,1919
Gift of Ulf Eriksson,447134
447134,1980
Bequest of Grace M. Pugh,210699
210699,1985
Walker Evans Archive,171431
171431,1994
Gift of Col. and Mrs. William M. Adams,61077
61077,1971
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",441256
441256,2011
Bequest of George Blumenthal,316894
316894,1941
"Purchase, Edward S. Harkness Gift",349678
349678,1926
Rogers Fund,305646
305646,1948
The Cloisters Collection,318084
318084,1956
"Gilman Collection, Gift of The Howard Gilman Foundation",413171
413171,2005
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",474934
474934,1971
"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund",31554
31554,1911
Gift of Mrs. David Dows,481223
481223,1922
"Gift of Kenneth E. Tyler, in memory of John J. McKendry",289224
289224,1977
Gift of Rhona M. Brill,83231
83231,1984
Edward Pearce Casey Fund,205806
205806,1986
Gift of Harry Kahn,161029
161029,1986
Gift of Cornelius Vanderbilt,208949
208949,1880
Rogers Fund,476498
476498,1912
"Museum Accession, transferred from the Library",414252
"The Cesnola Collection, Purchased by subscriptionâ?6",144139
Harris Brisbane Dick Fund,408892
408892,1953
Bequest of John B. Elliott,194881
194881,1997
Gift of Charles Stewart Smith,41028
41028,1893
Gift of Barnabas McHenry,160002
160002,1983
Gift of Reba and Dave Williams,331901
331901,1999
Bequest of Bernard M. Baruch,40689
40689,1965
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",253235
253235,1951
"Jane E. Andrews Fund, in memory of William Loring Andrews, transferred from the Library",215785
215785,1933
Gift of J. Pierpont Morgan,146420
146420,1905
"The Nuttall Collection, Gift of Mrs. Magdalena Nuttall",123490
123490,1908
Gift of The United Piece Dye Works,131377
131377,1936
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",463142
Gift of Mrs. L.A. Greenland,70823
70823,1942
"Purchase, Reba and Dave Williams Gift",328672
328672,1998
Rogers Fund,59626
59626,1930
"Purchase, Van Day Truex Fund and C. G. Boerner Gift",249893
249893,2008
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",413624
413624,2011
"Purchase, Bequest of Dorothy Graham Bennett",55907
55907,2002
"Gilman Collection, Purchase, Mrs. Walter Annenberg and The Annenberg Foundation Gift",178909
178909,2005
Gift of J. Pierpont Morgan,355716
355716,1905
Anonymous Gift,4172
4172,1986
Bequest of George C. Stone,26678
26678,1935
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",438776
438776,2011
"Purchase, Lila Acheson Wallace Gift",408631
408631,2016
Gift of Helen Miller Gould,350971
350971,1910
Gift of Mr. and Mrs. Samuel Colman,48452
48452,1893
Gift of Stephen Perlow,420967
420967,1981
"The Albert Ten Eyck Gardner Collection, Gift of the Centennial Committee",399374
399374,1970
Rogers Fund,403557
403557,1907
Rogers Fund,341645
341645,1925
"Purchase, Anonymous Gift",328256
328256,1996
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",292236
292236,1962
Harris Brisbane Dick Fund,410528
410528,1953
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",280198
Bequest of Flora E. Whiting,6079
6079,1971
Gift of Mrs. Dorothy Quick Mayer,474346
474346,1942
Rogers Fund,423146
423146,1919
David Hunter McAlpin Fund,164987
164987,1946
Harris Brisbane Dick Fund,293521
293521,1933
Gift of Ernest Erickson Foundation,52410
52410,1985
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Mrs. Frederick Miller",89165
89165,2009
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",382895
"The Cesnola Collection, Purchased by subscriptionâ?6",141942
Gift of Mrs. Emily Winthrop Miles,8503
8503,1946
Gift of Mrs. Henry Rogers Benjamin,73824
73824,1965
"Purchase, Edward S. Harkness Gift",349583
349583,1926
Gift of Mrs. George D. Pratt,105773
105773,1922
"Ralph T. Coe Collection, Gift of Ralph T. Coe Foundation for the Arts",195897
195897,2011
Gift of Ralph McAllister Ingersoll,119446
119446,1968
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",481908
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",456857
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",404157
404157,2011
Gift of Professor Maan Z. Madina and Dr. Marilyn Jenkins-Madina,238176
238176,2006
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",447451
447451,2011
Gift of Larry Aldrich,401546
401546,1985
Alfred Stieglitz Collection,163746
163746,1933
Rogers Fund,321994
321994,1908
Harris Brisbane Dick Fund,412004
412004,1917
Gift of Mr. and Mrs. John Mayer,324100
324100,1981
Gift of Baron Philippe de Rothschild,76198
76198,1983
Gift of Charles Stewart Smith,54337
54337,1893
Rogers Fund,305871
305871,1950
Gift of Dorothy and Eugene Prakapas,162196
162196,1988
Rogers Fund,340634
340634,1910
Gift of Louis S. Levy,120085
120085,1950
Rogers Fund,122256
122256,1908
